<user> she should ask a few native americans what their take on this is .	OFF
<user> <user> go home you’re drunk ! <repeat> <user> <hashtag> maga <allcaps> <hashtag> trump<number> 👊🇺🇸👊 url	OFF
amazon is investigating chinese employees who are selling internal data to third-party sellers looking for an edge in the competitive marketplace . url  <allcaps> <hashtag> amazon <hashtag> maga <allcaps> <hashtag> kag <allcaps> <hashtag> china <allcaps> <hashtag> tcot <allcaps>	NOT
"<user> someone should'vetaken"" this piece of shit to a volcano . 😂"""	OFF
<user> <user> obama wanted liberals &amp ; illegals to move into red states	NOT
<user> liberals are all kookoo ! <repeat>	OFF
<user> <user> oh noes ! tough shit .	OFF
<user> was literally just talking about this lol all mass shootings like that have been set ups . it’s propaganda used to divide us on major issues like gun control and terrorism	OFF
<user> buy more icecream ! <repeat>	NOT
<user> canada doesn’t need another cuck  <allcaps> ! we already have enough <hashtag> looney left <hashtag> liberals f**king up our great country ! <hashtag> qproofs <hashtag> trudeau must go	OFF
<user> <user> <user> it’s not my fault you support gun control	NOT
<user> what’s the difference between <hashtag> kavanaugh and <user> <elong>one of these men admitted to groping a <number> year old girl years ago . the other is going to be <hashtag> confirmed to the scj  <allcaps>  <hashtag> demsare frauds <hashtag> dems are done  <hashtag> walk away democrats<number> <hashtag> redwave <hashtag> vote red save america <hashtag> trumptrain <hashtag> maga <allcaps> url	NOT
<user> you are a lying corrupt traitor ! <repeat> nobody wants to hear anymore of your lies ! <repeat> <hashtag> deep state corruption url	OFF
<user> <user> <user> it should scare every american ! she is playing hockey with a warped puck !	NOT
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> i like my soda like i like my boarders with a lot of ice  <allcaps> .	NOT
<user> you are also the king of taste	NOT
<hashtag> maga <allcaps> <user> 🎶 sing like no one is listening ♥️ love like you've never been hurt ✔️ vote gop  <allcaps> when no one is watching 🙉 and don't listen to liberals' dirt url	NOT
"<number> / <number> <user> the time is right for this house to respond to the concerns of all canadians . four out of five canadians support stronger gun control and with good reason .” <hashtag> guncontrol <hashtag> cdnpoli <hashtag> cdnhist"""	NOT
<user> besides jax’s mom and maybe ope he is hands down my favorite he’s like the only good person on the show 😂	NOT
<user> <user> <user> gun control ! that is all these kids are asking for !	OFF
<user> <user> <user> <user> lol  <allcaps> ! <repeat> <elong>throwing the bullshit  <allcaps> flag on such nonsense ! <repeat> <hashtag> put up or shut up  <hashtag> kavanaugh  <hashtag> maga <allcaps>  <hashtag> call the vote already url	OFF
<user> <user> you are correct .	NOT
<user> <user> kind of like when conservatives wanna associate everyone to their left as communist antifa members ?	OFF
<user> <user> da fuck is going on people ? <elong>there's the men's room and the women's room pick one and stick w it 🤔	OFF
<user> been a willie fan since before most of you were born . <repeat>love that he is holding a rally with beto . <repeat> exactly which  <allcaps> fans are furious ? could you give some specifics ? url	NOT
<user> tbh these days i just don't like people in general i just don't connect with people these days just a annoyance . <repeat>	OFF
"south korean official : “leaders will discuss specific denuke measures in pyongyang”"" url  <allcaps> <hashtag> tcot <allcaps> <hashtag> maga <allcaps> <hashtag> red nation rising"""	NOT
<user> <user> you can tell he is a hooper too	NOT
<user> i feel like he is better chasing the title	NOT
<user> <user> <user> she ? to whom are you referring to ? hillary ? you know what is tiresome ? bernie supporters bashing hillary clinton . she is an actual democrat who raises money for the democratic party and doesn’t bash them . she has a positive message . so who is dividing the left ?	OFF
<user> glad to see your friends are supporting metis rights as much as you are supporting zionists . url	NOT
<user> yes you are but i was asking what is it about the movie ?🤷‍♂️👀	NOT
the only thing the democrats have is lying and stalling to stop trump from being <hashtag> president . what have they done for you lately . <hashtag> trump <hashtag> kavanaugh <hashtag> maga <allcaps> <hashtag> demsuck <allcaps>	OFF
<user> no wonder he is being apologetic and more social these day . <repeat>	NOT
<user> <user> <user> any updates re ending your blatant <hashtag> racism as <hashtag> windrush &amp ; <hashtag> grenfell proves you are <user> <user> <hashtag> alloutpolitics <hashtag> politicslive <hashtag> p m qs <user> url	NOT
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> do you know what’s going to happen now ? i’m going to have to lay in bed and cry while i listen to kelly clarkson . thanks free speech antifa .	NOT
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> you are not very smart are you ? why do you think gen flynn’s sentencing keeps being rescheduled ? url	OFF
<user> <user> <user> that's expected if you placate the violent leftists / terrorists . <hashtag> kavanaugh confirmation <hashtag> woke	OFF
<user> blow hard	NOT
<user> <user> <user> that means you are a max lvl . twitter user and maybe should try a new game	NOT
"<user> <user> please explain what controlled opposition"" means . as for bernier escaping , he split with the rest of the conservatives because he's even more racist and exclusionary than they want to be ."""	NOT
<user> <user> <user> <user> <user> socialists politics that stand up for the downtrodden . and well done for conflating criticism of israel with anti semitism . you are also part of the problem .	NOT
<number> nina one of the reasons i didn't read this book for so long was because i was so  <allcaps> worried about her character . i should've trusted everyone . nina is a goddamn goddess i would die for a thousand times over . she is big and bold and lovely and perfect  <allcaps> . her  <allcaps> arc . is  <allcaps> . perfect  <allcaps> .	NOT
.<user> <user> <user> <user> <user> please  <allcaps> vote no  <allcaps> on kavanaugh . he is not fit for scotus  <allcaps> and allegations about women and shady financials should disqualify him .  <hashtag> rule of law matters . <hashtag> me too <hashtag> country over party <hashtag> withdraw kavanaugh <hashtag> stop kavanaugh	NOT
"<user> <user> ppl who say i'm not racist"" are racist . you are a racist . repeat after me"""	NOT
<user> kathy the patriot🗽 you  <allcaps> have to  <allcaps> love our great  <allcaps> president trump  <allcaps> ! <repeat> a spine  <allcaps> of u .s . steel  <allcaps> ! <repeat> changing  <allcaps> it ! on  <allcaps> trade &amp ; everything  <allcaps> for americans  <allcaps> ! <repeat> <hashtag> americafirst <allcaps> <hashtag> usa <allcaps> <hashtag> maga <allcaps> <hashtag> leadership <allcaps> &amp ; <hashtag> respect <allcaps> <hashtag> economy <allcaps> <hashtag> jobs <allcaps> <hashtag> p e a c ethru s t r e n g t h <hashtag> god <allcaps> <hashtag> bless <allcaps> <hashtag> trump <allcaps> &amp ; <hashtag> theusa <allcaps>   😀 🗽🗽🗽 😀	NOT
<user> wow you liberals really don’t have a sense of humor .🙄	NOT
<user> i'm so  <allcaps> fucking ready	NOT
<user> holy moly ! <repeat> if the catholic people haven't been awakened by this . <repeat> <hashtag> false prophet <hashtag> lunatic	NOT
<user> lol yeah per dina he is there everyday per claudia no horse got vet care unless it was for donation example limping etc	NOT
<user> <user> <user> what a surprise . <repeat> same as antifa . blm  <allcaps> and so on and so on . soros is americas worst enemy in history  <allcaps> . he believes the only way to take down the usa  <allcaps> is from withing . and hes right . but it's not gunna happen .	NOT
<user> me too ! her wedding was the best ! she is very pretty !	NOT
<user> <user> no conflict here—don’t look at this . <hashtag> soros involved in violent left agenda of antifa also .	NOT
<user> <user> <user> url  <allcaps> any of your announcements every come to fruition or is it basically stealing labour's ideas to get a few more votes	NOT
<number> out of <number> british people are basically full-on racists . <number> out of <number> voters vote for the conservatives . coincidence ? <repeat>	OFF
<hashtag> guncontrol <allcaps> advocates must stop  <allcaps> falling all over themselves to assure electorate that they too love the horrific  <allcaps> <number>a url	NOT
<user> <user> hi there ! we love what a huge fan of camila mendes you are ! would it be alright if we used your tweet about her in our promotional material ?	NOT
<user> fuck off	OFF
<user> certainly a weird view toward the margaret sanger geonicidal philosophy of aborting minorities . i’d like to know if the black population that suffers the most shares her opinion	NOT
"<user> <user> the prison system is so fucked . why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane ? they did this in louisiana and like <number> inmates went missing"""""	OFF
<user> <user> she is useless . attempts to do the right thing but never follows through .	OFF
<hashtag> walk away liberals . <repeat>your party is poison  <allcaps> . url	NOT
<user> grateful trump doesn’t have a dog in the white house . he is a cruel man .	OFF
<user> you are lying . stick with the facts . we pay more than that now .	NOT
<user> trump kicks dem butt - its so fun .	OFF
<user> <user> <user> he is dumb and dumber all in one president . it's a two for one .	OFF
<hashtag> toxictory minister <user> attempted to expense £<number> charity donation ! it's what <user> do ! <repeat> <user> <hashtag> toriesmustgo <hashtag> dissolve the union url	NOT
<user> ur so straight forword man👌 i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior💚 artist love for <hashtag> manmarziyaan 🤠👍	NOT
<user> and this from the clown that should be in prison ?	OFF
<user> <user> <user> <user> did twitter silence alex jones in retaliation of him asking twitter jack questions <user> <user> <user> <user> url	NOT
<user> thats because you are an old man .	OFF
<user> <user> <user> they are obstructionists . anti-american . pharisees . ask them what they are running on and you get nothing . maga !	OFF
"<user> <user> no you're not . <repeat>you're here <number> represent the alinskyite orwellian leftist tool&amp ;fool view on things . <repeat>like <number>% of the marxists&amp ;antifa similar <number>u . <repeat>psst ! and b<number>u use the words fascist or fascism again go ahead &amp ; read d'souza's book the big lie"". <repeat>right now u know squat  <allcaps> about either . <repeat>"""	NOT
"<user> i do remember . <sadface> but somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things ."""	NOT
<user> i mean it worked for gun control right ? url	OFF
<user> i think the last thing on the wh  <allcaps> or trump's mind is april ryan . she needs to stop flattering herself . she's not as important as she thinks she is .	NOT
<user> principled conservatives are <hashtag> hypocrickets	NOT
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> don't forget <user> &amp ; democrat backed <hashtag> antifa	NOT
<user> she is a beautiful person to teach values to her kids . teaching them they are royalty but keep to keep it from going to their heads . stay real ❤️	NOT
<user> bring out his antifa criminal son to campaign for him	NOT
<user> <user> i didn’t watch and will not watch <user> watching the september <number>th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a saturday .	NOT
a tear is made of <number>% water and <number>% feelings .	NOT
"<user> <user> trump addresses gun control representing the nra  <allcaps> . i will not let you down"" he says . url"	NOT
<user> she is drinking so much koolaid she’s bloated .	OFF
<user> holder needs to be prosecuted	NOT
<user> but . <repeat> but . <repeat> both  <allcaps> players were  <allcaps> women . and both  <allcaps> were women  <allcaps> of color  <allcaps> !	NOT
<user> <user> <user> <user> the institution only let her tweet when she behaves . she is a window licker ! <repeat>	OFF
*babysitting <number> kids* people :”how old do you think she is ?” “she has three kids” me<neutralface>dont get mad . don’t get mad . they don’t know . they don’t know*	NOT
<user> well ? <repeat> url	NOT
wtc this is a threat ! <repeat> . <repeat><user> <hashtag> maga <hashtag> q anon <hashtag> wake up america url	OFF
"<user> it's easily digestible content . <elong>there's no need for nuance or to even understand the story . they can show a picture of an antifa"" and get the base level emotional response their content requires in order to be profitable ."""	NOT
<user> <user> try looking for plain old democrats . the liberals are the ones which you can’t have a conversation with .	NOT
<user> great news ! old moonbeam just went into a coma ! 😂	NOT
<user> omg  <allcaps> he is  <allcaps> so extra  <allcaps> ily	NOT
<user> <user> <user> please call trump out for what he is . <repeat>a narcissistic  <allcaps> sociopath !	OFF
<user> <user> unfortunately in america a system like that would be called racist . liberals believe exams are racist against minority groups .	NOT
<user> i know ! she is still alive . <repeat>but wondering if her career was railroaded ? odd ! loved her . <repeat>especially that day !	NOT
<user> <user> guy you are always present . <repeat>bet why ? lol	NOT
<user> <user> what a baby ! url	NOT
<user> you are very persuasive fam	NOT
<user> that's nothing  <allcaps> new she  <allcaps> was going  <allcaps> to vote  <allcaps> no anyway  <allcaps> . <repeat>we will  <allcaps> vote no  <allcaps> to liberals  <allcaps> in november  <allcaps> . <repeat> url	NOT
<user> burt . a cool dude .	NOT
<hashtag> maga <allcaps> ! if  <allcaps> you are  <allcaps> all in  <allcaps> for <hashtag> trump <allcaps> follow  <allcaps> me and  <allcaps> i will  <allcaps> follow back  <allcaps> .	NOT
<user> thank u ! <repeat> i’m finally at the point where i’m okay with using heat on it again i’m so happy	NOT
<user> kind of like what trump does all the time huh ?	NOT
<user> because a former antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me .	NOT
<user> fuck em	OFF
<user> good move . <repeat>he is the big loser	OFF
<user> let's get to the bottom of this ! dm  <allcaps> me your zipcode and i'll check it out . we have your back and we will make sure you are enjoying the best  <allcaps> that tv  <allcaps> has to offer asap  <allcaps> ! *nevinbruce	NOT
<user> <user> <user> <user> for the record i know doug jones personally and he is only a sen . bc we had no other credible choice . he won’t be at the next election .	NOT
<user> the president’s feelings are totally opposite of cnn’s feelings . so what does that say about cnn  <allcaps> ? they’re all liberals .	NOT
"<user> it's literally a narrative that is on par with nazis punch , antifa punch , they are two sides of the same coin ."" noooooooo one of these groups wants to exterminate or deport all poc and jews , the other just wants to prevent them from doing that , and this comparison benefits fash"""	OFF
<user> <user> there are many dumb arguments for gun control but this may be the dumbest and most common .	OFF
<user> she is idk what's going on	NOT
<user> <user> yall need to chill he is having a really abysmal <number>nd half . rizzo had an abysmal <number>st half . its baseball it happens . does he have things he still needs to work on yes . has the power numbers dropped yes . <repeat> but he could bounce back at anytime . url	NOT
<user> dude you are old ! <repeat> lmao . ps  <allcaps> : go pack go ! <repeat>	NOT
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> that's why trump supporters can't even wear a hat without being abused . if they meet the animals on the left attack them . antifa is a branch of the communist-socialist-nazis democrat party .	NOT
<user> the laughs i’ve gotten from you are enough . 😌	NOT
<user> <user> <user> well ?	NOT
<user> <user> <user> first of all— they don’t even have pizza at panera	NOT
<user> <user> <user> please don't kill me . antifa on the other hand . <repeat>	OFF
<user> did you see shanahan say spoon was not <number>% healthy this game ? obviously no excuses if you’re out there but  <allcaps> maybe it’s not the “all is doom” sort of thing it seemed during the game . maybe he is still pretty good .	NOT
<user> good girl <user>	NOT
<user> <user> she is an ugly black hearted troll url	OFF
<user> <user> <user> you are clearly not a pokemon master ! i have almost <number> in rare candy alone . over <number> legacy moveset pokemon . it just all depends on what you like to keep as collection pieces and what you value in the game .	NOT
<user> dont believe the hype .	OFF
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> followed all new - maga  <allcaps> . please follow back .	NOT
<hashtag> protests reported in <hashtag> sunderland except these are <hashtag> football fan and one <hashtag> flag says <hashtag> west brom on it ! <repeat> getting worse now even as i type ! <repeat> <hashtag> maga <allcaps> <hashtag> mega <allcaps> <hashtag> mbga <allcaps> <hashtag> mcga <allcaps> <hashtag> conservatives <hashtag> patriots <hashtag> muslims <hashtag> far left <hashtag> leftists (doomed to lose but do not realises it) <hashtag> civil war soon ? url	NOT
"<user> liberals would still vote for him . they'll claim his comments were taken out of context and that he is still a man of integrity ."""""	NOT
<user> <user> we have been saved from you ! maga  <allcaps> !	OFF
<user> you are bringing up honor and decency ? with that yoyo in the picture ? that's rich .	NOT
<user> good riddance .	NOT
<user> she is a goddess	NOT
"<user> omg xd the worst (or the best , in my case is the best cuase it made me laught) part was her asking is he dead ? does that hurts ? poor thing . <repeat>"" and the rest standin there like "". <repeat>nope he is no suffering"" ""so he is dead !"" "". <repeat>yeah , pretty dead"""""	NOT
"<user> you can probably imagine all the sjw  <allcaps> snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows . conservatives are now the ruskies of the <number>st century ."""	OFF
<user> <user> i see may in the same light as yourself . even the last election was about her and not the conservatives . a split is coming to the tory partyvery soon !	NOT
<user> this all i get 😢 damn these haters deleting you ig  <allcaps> for no reason . <repeat> url	OFF
<user> do you think canadian liberals will actually blame trudeau if he costs them this ? or as per standard push it off on us ?	NOT
<user> <elong>you warned everyone about josh gordon the last <number> months on a daily basis . i'm sure you are as shocked as i am of what transpired today .	NOT
<user> <user> <user> why can't liberals read ? <repeat> read  <allcaps> it again  <allcaps> url	NOT
<user> sjshsj  <allcaps> thats my  <allcaps> job bitch	OFF
<user> do they discuss haiti ?	NOT
<user> <user> <user> what part of no  <allcaps> collusion don't you get ? <repeat> this is why you are a dumocrat	OFF
<user> he is very skilled😂😂	NOT
<user> you are amazing 💛💛💛	NOT
<user> fist pump was for the troops .	NOT
"<user> if the reason for farakans illegal values are because he is black or muslim , that would be a reason to detest him . i believe his illegal values are simply a result of bad character , like his supporters !"""	OFF
<user> let the leftist democrats riot in the streets with their antifa counterparts .	OFF
<user> i thought canada had strict gun control . help me understand what is happening .	NOT
<user> they don’t want you following people because they don’t like conservatives ! sickening how biased twitter’s management is . <hashtag> twitter left bias	NOT
<user> he is doing life tho😑	NOT
<user> it's so  <allcaps> very important  <allcaps> between now and the midterms to get the word out that all the <hashtag> democrats want people of color to believe is they support them - which as you know is so  <allcaps> false . how can the word spread even more to those who need to know ? <hashtag> maga <allcaps> <hashtag> naacp <allcaps>	NOT
<user> <user> antifa  <allcaps> is not giving death threats to professor ford or threatening violence if their candidate loses or spanky is impeached .	OFF
<user> <user> <user> have you seen or listened to your antifa  <allcaps> pals ?	NOT
<user> <user> in case of antifa take a little bat or something . good for you- more of should do that kind of thing .	NOT
<user> your titles scare me a little bit . <smile>	NOT
<user> &gt ;eradicating hiv  <allcaps> and malaria in the middle of africa good bloody luck	NOT
<user> <user> the only interaction of tory volunteers with fcp  <allcaps> volunteers that i witnessed today was the one demanding that our float be moved to the back of the parade . <hashtag> ableg <hashtag> cdnpoli	NOT
<user> and who seems to be getting things done .	NOT
